ku_id,ku_name,ku_description,exam_frequency,r1_chunk_id,r1_score,r1_page,r1_excerpt,r2_chunk_id,r2_score,r2_page,r2_excerpt,r3_chunk_id,r3_score,r3_page,r3_excerpt,correct_rank
RENJIAO-G11-MATH-A-SBX1-ku-利用信息技术研究圆锥曲线,利用信息技术研究圆锥曲线,通过改变参数观察曲线变化，发现几何特征和不变性质。,mid,2694bce5-cca0-42c0-bf2f-38ca64b16c57_00388,0.7415,149,第三章 圆锥曲线的方程 距离之和等于定长的点的轨迹 ， 这里 “ 两个定点 ”“ 距离之和为定长 ” 等就是确 定椭圆的几何要素 ； 然后再用坐标法解决 ， 即利用几何特征合理建立坐标系 ， 用坐标表示点 ， 用方程表示几何要素的关系 ． 在此基础上 ， 利用方程研究曲线 的性质 ． 可以看到 ， ,2694bce5-cca0-42c0-bf2f-38ca64b16c57_00389,0.6711,149,论等方面 ， 都能发挥重要作用 ． 请你带着下面的问题 ， 复习一下全章内容吧 ！ １． 你能说说用坐标法研究圆锥曲线的具体过程吗 ？ ２． 在椭圆 、 双曲线 、 抛物线三类圆锥曲线的研究中 ， 椭圆是研究的第一类 圆锥曲线 ， 对双曲线 、 抛物线的研究 ， 我们采用的是类比的方法 ， 你能说说,2694bce5-cca0-42c0-bf2f-38ca64b16c57_00298,0.6638,109,第三章 圆锥曲线的方程 我们知道 ， 用一个垂直于圆锥的轴的平面截圆锥 ， 截口曲线 （ 截面与圆锥侧面的交线 ） 是一个圆 ． 如果改变圆锥的轴与截平 面所成的角 ， 那么会得到怎样的曲线呢？ 如图 ， 用一个不垂直于圆锥的轴的平面截圆锥 ， 当圆锥的轴 与截面所成的角不同时 ， 可以得到不同的截,
RENJIAO-G4-MATH-X-ku-等边三角形的定义,等边三角形的定义,三条边都相等的三角形叫作等边三角形，也叫正三角形。等边三角形也是等腰三角形。,mid,45c291b4-09a9-4b14-862b-d19401f1d651_00066,0.7415,67,62 分别量一量等腰三角形和等边三角形的各个角。你发现了什么？ 等腰三角形 腰 腰 底 底角 顶角 底角 两条边相等的三角形叫作 等腰三角形 。 在等腰三角形里，相等的两条边叫作 腰 ，另 一条边叫作 底 ，两腰的夹角叫作 顶角 ，底和腰的 两个夹角叫作 底角 。 在下面的点子图上画三角形。 做一做,45c291b4-09a9-4b14-862b-d19401f1d651_00062,0.6108,63,58 由 3 条线段围成的图形（每相邻两条线段的端点相连） 叫作 三角形 。 从三角形的一个顶点到它的对边作一条垂线，顶点和垂 足之间的线段叫作三角形的 高 ，这条对边叫作三角形的 底 。 为了表达方便，用字母 A 、 B 、 C 分别表示三角形的 3 个 顶点，上面的三角形可以表示成 三角形 AB,45c291b4-09a9-4b14-862b-d19401f1d651_00065,0.5848,66,61 锐角三角形 直角三角形 钝角三角形 三个角都是锐角的三角形叫作 锐角三角形 ； 有一个角是直角的三角形叫作 直角三角形 ； 有一个角是钝角的三角形叫作 钝角三角形 。 把所有三角形作为一个整体， 上面每种三角形作为这个整体的 一部分，可以用右图来表示它们 之间的关系。 三角形 三角形是多种多样,
RENJIAO-G9-MATH-S-ku-旋转的定义,旋转的定义,在平面内，将一个图形绕一个定点沿某个方向转动一个角度，这样的图形运动称为旋转，定点称为旋转中心，转动的角称为旋转角。,mid,f3fb1499-fb7a-43c9-ba03-522ef623ffb5_00094,0.7415,66,"!""#$%&'( ２３．１ 图形的旋转 Ꮵ 如图 ２３．１１ ， 钟表的指针在不停地转动 ， 从 ３ 时到 ５ 时 ， 时针转动了 多少度 ？ ᵳ ᵴ ᵵ ᵶ ᵷ ᵸ P Ą P 图 ２３．１１ 图 ２３．１２ 如图 ２３．１２ ， 风车风轮的每个叶片在风的吹动下转动到新的位置 ． 以上这些",f3fb1499-fb7a-43c9-ba03-522ef623ffb5_00093,0.723,65,第二十三章 旋转 同学们都见过风车吧 ， 它能在风的吹动下不 停地转动 ． 在我们周围 ， 还能看到许多转动着的物 体 ， 如车轮 、 水车 、 风力发电机 、 飞机的螺旋桨 、 时钟的指针 、 游乐园的大转盘 …… 我们就生活在 一个处处能见到旋转现象的世界中 ． 在数学中 ， 旋转是图形变化的方,f3fb1499-fb7a-43c9-ba03-522ef623ffb5_00095,0.6996,67,"!""#$%&'( ቂ A B B Ą A Ą O C Ą C 图 ２３．１  ３ 如图 ２３．１  ３ ， 在硬纸板上 ， 挖一个三角形 洞 ， 再另挖一个小洞 犗 作为旋转中心 ， 硬纸板 下面放一张白纸 ． 先在纸上描出这个挖掉的三 角形图案 （ △ 犃犅犆 ）， 然后围绕旋转中心转动 硬纸",
RENJIAO-G8-MATH-S-ku-三角形三边关系,三角形三边关系,三角形两边的和大于第三边。,mid,2cc5fef3-0f4c-4f9c-9f6e-8f817aca7b87_00015,0.7416,12,第十三章 三角形 １３．２ 与三角形有关的线段 三角形的边是构成三角形的元素 ， 本节我们研究三角形 三边之间的关系 ， 并认识与三角形有关的三种重要线段 ． １３２１ 三角形的边 ᣏ/ A B C 图 １３．２  １ 任意画一个 △ 犃犅犆 （ 图 １３．２  １ ）， 从点 犅 出发 ，,2cc5fef3-0f4c-4f9c-9f6e-8f817aca7b87_00032,0.7038,27,ʷǌ ቦᅼគፇ ڏ̄ ǌڀᮏˁ Ꮶ 第十三章 三角形 ʼᝈ ʼᝈ ᄊ Т  ԣѬዝ ˁʼᝈ  Тᄊጳ ʼᝈ ʼ᣸ᄊТጇ ʼᝈ ᄊЯᝈ֗ ʼᝈ ᄊܱ ᝈ ʼᝈ ᄊ˗ጳǌᝈ Ѭጳǌᰴ ʼᝈ ᄊЯᝈˁܱ ᝈ 三角形是基本的几何图形 ， 也是最简单的多边形 ． 本章我们在小学学 习的基础上 ， 学习了三角形,2cc5fef3-0f4c-4f9c-9f6e-8f817aca7b87_00016,0.6868,13,第十三章 三角形 一般地 ， 如果三条线段中任意两条线段的和大于第三条线段 ， 那么这三条 线段能组成三角形 ； 如果三条线段中有两条线段的和小于或等于第三条线段 ， 那么这三条线段不能组成三角形 ． 例 用一条长为 １８ｃｍ 的细绳围成一个等腰三角形 ． （ １ ） 如果腰长是底边长的 ２ 倍 ，,
RENJIAO-G12-MATH-A-SBX3-ku-正态分布的定义与记号,正态分布的定义与记号,"若随机变量X的概率密度函数为正态密度函数，则称X服从正态分布，记为X~N(μ,σ²)。",mid,e97866e1-cebb-4bf7-9a18-3b85d2416a1a_00240,0.7416,89,） ２ ２ σ ２ ， 狓 ∈ 犚． 其中 μ ∈ 犚 ， σ ＞ ０ 为参数 ． 显然 ， 对任意的 狓 ∈ 犚 ， 犳 （ 狓 ） ＞ ０ ， 它的图象在 狓 轴的 上方 ． 可以证明 狓 轴和曲线之间的区域的面积为 １ ． 我们称 犳 （ 狓 ） 为 正态密度函数 ， 称它的图象为 正态密度曲,e97866e1-cebb-4bf7-9a18-3b85d2416a1a_00239,0.7109,89,第七章 随机变量及其分布 随着样本数据量越来越大 ， 让分组越来越多 ， 组距越来越小 ， 由频率的稳定性可知 ， 频率分布直方图的轮廓就越来越稳定 ， 接近一条光滑的钟形曲线 ， 如图 ７．５  ２ 所示 ． 0 - 6 - 4 - 2 2 4 6 0 0.05 0.10 0.15 0.20 ᵅ,e97866e1-cebb-4bf7-9a18-3b85d2416a1a_00242,0.7098,90,第七章 随机变量及其分布 正态分布在概率和统计中占有重要地位 ， 它广泛存在于自然现象 、 生产和生活实践之 中 ． 在现实生活中 ， 很多随机变量都服从或近似服从正态分布 ． 例如 ， 某些物理量的测量误 差 ， 某一地区同年龄人群的身高 、 体重 、 肺活量等 ， 一定条件下生长的小麦的株高 、,
RENJIAO-G4-MATH-S-ku-整十数除整十数-几百几十数的口算,整十数除整十数、几百几十数的口算,利用表内除法或想乘法算除法计算，如80÷20=4。,mid,6962b1f3-b116-4af5-ba4c-4bc7da224f9f_00075,0.7418,76,71 80 ÷ 20= ________ 有 80 面彩旗，每班分 20 面，可以分给几个班？ 8 ÷ 2=4 ， 80 ÷ 20=4 。 （   ）个 20 是 80 ， 80 ÷ 20= （   ）。 想一想： 83 ÷ 20 ≈ ____ 80 ÷ 19 ≈ ____ 60 ÷ 20= 62 ,6962b1f3-b116-4af5-ba4c-4bc7da224f9f_00095,0.6858,96,整理和复习 口算除法 笔算除法 商的变化规律 想一想：笔算除数是两位数的除法应注意哪些问题？再 计算下面各题。 41 287 39 352 35 364 61 239 26 205 56 840 864 27 690 32 根据商的变化规律，直接由 54 ÷ 6=9 ，写出下面算式的商。 540 ÷,6962b1f3-b116-4af5-ba4c-4bc7da224f9f_00092,0.6774,93,88 （2） 被除数和除数都乘 4 ， 商不变。 应用商的变化规律不仅可以使口算简便，还可以使笔算简便。 （1） 780 ÷ 30= __________ 小东这样算： 小英这样算： 余 4 。 余 40 。 30 780 180 180 0 60 26 小英这样做对吗？为什么？ 120 ÷ 15=,
RENJIAO-G9-MATH-S-ku-因式分解法解一元二次方程,因式分解法解一元二次方程,将方程一边化为两个一次因式乘积，另一边为0，再使各一次因式等于0，从而实现降次。依据：若a·b=0，则a=0或b=0。,mid,f3fb1499-fb7a-43c9-ba03-522ef623ffb5_00023,0.7418,21,"!""#$%&$'""()* 例 ３ 解下列方程 ： （ １ ） 狓 （ 狓 －２ ） ＋ 狓 －２＝０ ； （ ２ ） ５ 狓 ２ －２ 狓 － １ ４＝ 狓 ２ －２ 狓 ＋ ３ ４ ． 解 ： （ １ ） 因式分解 ， 得 （ 狓 －２ ）（ 狓 ＋１ ） ＝０ ． 于是得 狓 －２＝０ ， 或 ",f3fb1499-fb7a-43c9-ba03-522ef623ffb5_00039,0.7222,31,"!""#$%&$'""()* 小 结 一 、 本章知识结构图 ᝹ ᅻ ḼѴ ር ᝌ ር ᰍ М ก ځ ѫᝌก ᦠ ก ᬄ᫇ᮤ ᬄ᫇ᮤ ᄉኔ ር ᄉ ʶЊ̃ ር ᬋ 犪狓 ２ ＋ 犫狓 ＋ 犮 ＝０ 犪狓 ２ ＋ 犫狓 ＋ 犮 ＝０ （ 犪 ≠ ０ ） 狓 ＝ － 犫 ± 犫 ２ －４ 槡 犪犮 ２ 犪",f3fb1499-fb7a-43c9-ba03-522ef623ffb5_00022,0.7177,20,"!""#$%&$'""()* 根据上述规律 ， 物体经过多少秒落回地面 （ 结果保留小数点后两位 ） ？ 设物体经过 狓 ｓ 落回地面 ， 这时它离地面的高度为 ０ｍ ， 即 １０ 狓 －４．９ 狓 ２ ＝０ ． ① Ꮵ 除配方法或公式法以外 ， 能否找到更简单的方法解方程 ① ？ 方程 ① 的右边为 ",
RENJIAO-G6-MATH-S-ku-黄金比,黄金比,较短部分与较长部分之比等于较长部分与整体之比，约为0.618:1。,mid,9f10b5f6-f742-4f86-997d-32dfbe90c12f_00053,0.7419,54,（ ） （ ） 你知道吗？ （2）把下面各比化成最简单的整数比。 当一个比的前项或后项不是整数时，怎样把它化成最简单的整数比？ 把下面各比化成最简单的整数比。 32 : 16 48 : 40 0 . 15 : 0 . 3 6 1 6 5 : 12 7 8 3 : 0 . 125 8 5 : 想：为什,9f10b5f6-f742-4f86-997d-32dfbe90c12f_00052,0.5641,53,想： 5 是 15 和 10 的什么数？ 为什么要除以 5 ？ 15 : 10= （ 15 ÷ 5 ） : （ 10 ÷ 5 ） 180 : 120= （ 180 ÷ ） : （ 120 ÷ ） = （ ） : （ ） =   3 : 2 我们先利用比和除法的关系来研究。 你能根据比和分数的关系研究,9f10b5f6-f742-4f86-997d-32dfbe90c12f_00051,0.5526,52,你还记得商不变的规律和分数的基本性质吗？ 两个数的比表示两个数相除。 15 比 10 记作 15 : 10 10 比 15 记作 10 : 15 42252 比 90 记作 42252 : 90 “ : ”是比号。 在两个数的比中，比号前面的数叫作比的 前项 ，比号后面的数叫作比的 后项 。比的前项,
RENJIAO-G7-MATH-X-ku-利用统计图探究白昼时长变化规律,利用统计图探究白昼时长变化规律,通过收集数据、绘制散点图或折线图，分析白昼时长随日期、纬度、经度的变化规律。,mid,319a239f-6099-418a-a4e4-99b3f84aa589_00325,0.7419,198,综合与实践 白昼时长规律的探究 （ 基准城市 ）、 新疆阿图什 （ 与北京纬度大致相同但经度不同 ）、 广东揭阳 （ 与 北京经度大致相同但纬度不同 ） 三个城市 ， 探究它们白昼时长的变化规律 ． 任务 １ 比较研究 （ １ ） 收集北京 、 新疆阿图什 、 广东揭阳三地 ２０２４ 年二十四节气日,319a239f-6099-418a-a4e4-99b3f84aa589_00320,0.7402,195,综合与实践 白昼时长规律的探究 综合与实践 白昼时长规律的探究 北京天安门广场上 ， 五星红旗每天都 会早晨升起 ， 傍晚降落 ． 有同学可能会问 ： 天安门广场上 ， 每天国旗的升降时刻都是 一样的吗？其实 ， 天安门广场上每天升降 旗的时刻并不是固定不变的 ， 而是根据北 京的日出 、 日落时刻,319a239f-6099-418a-a4e4-99b3f84aa589_00324,0.7279,197,综合与实践 白昼时长规律的探究 续表 节气 日期 日出时刻 日落时刻 白昼时长 春分 ３ 月 ２０ 日 清明 ４ 月 ４ 日 谷雨 ４ 月 １９ 日 立夏 ５ 月 ５ 日 小满 ５ 月 ２０ 日 芒种 ６ 月 ５ 日 夏至 ６ 月 ２１ 日 小暑 ７ 月 ６ 日 大暑 ７ 月 ２２ 日 立秋 ８ 月,
RENJIAO-G9-MATH-X-ku-解直角三角形的基本类型,解直角三角形的基本类型,已知两个元素（至少有一个是边），利用三边关系、两锐角关系、边角关系可求出其余三个未知元素。,mid,624aeefc-7eb2-44f9-9307-be0470b56b74_00122,0.742,79,"!""#$%&'()(*+ ２８．２ 解直角三角形及其应用 A B C 图 ２８．２  １ ２８．２．１ 解直角三角形 我们回到本章引言提出的比萨斜塔倾斜程度的问题 ． １９７２ 年的情形 ： 设塔顶中心点为 犅 ， 塔身中心线与垂直 中心线的夹角为 ∠ 犃 ， 过点 犅 向垂直中心线引垂线 ， 垂",624aeefc-7eb2-44f9-9307-be0470b56b74_00123,0.7076,80,"!""#$%&'()(*+ （ ２ ） 两锐角之间的关系 ∠ 犃 ＋ ∠ 犅 ＝９０° ； （ ３ ） 边角之间的关系 ｓｉｎ 犃 ＝ ∠ 犃 的对边 斜边 ＝ 犪 犮 ， ｃｏｓ 犃 ＝ ∠ 犃 的邻边 斜边 ＝ 犫 犮 ， ｔａｎ 犃 ＝ ∠ 犃 的对边 ∠ 犃 的邻边 ＝ 犪 犫 ． 上述 （ ",624aeefc-7eb2-44f9-9307-be0470b56b74_00133,0.693,90,"!""#$%&'()(*+ 小 结 一 、 本章知识结构图 ᄯᝇʻᝇ ˖ ᄉ᣷ᝇСጆᩨ ᝇ ʻᝇѥ ᝌᄯᝇ ʻᝇ ᬄ᫇ᮤ 二 、 回顾与思考 本章我们学习了锐角三角函数 ， 它反映了直角三角形中边角之间的关系 ． 即无论 Ｒｔ △ 犃犅犆 的大小如何 ， 只要给定锐角 犃 ， 则 ∠ 犃 的对边与斜边",
RENJIAO-G11-MATH-A-SBX1-ku-直线的方向向量与斜率的关系,直线的方向向量与斜率的关系,"若直线l的斜率为k，则它的一个方向向量的坐标为(1,k)；反之，若方向向量为(x,y)，则k=y/x。",mid,2694bce5-cca0-42c0-bf2f-38ca64b16c57_00160,0.742,59,第二章 直线和圆的方程 犽 槡 ＝ｔａｎ１２０°＝－ｔａｎ６０°＝－３． 由正切函数的单调性 ， 倾斜角不同的直线 ， 其斜率也不同 ． 因此 ， 我们可以用斜率表 示倾斜角不等于 ９０° 的直线相对于 狓 轴的倾斜程度 ， 进而表示直线的方向 ． 如果直线经过两点 犘 １ （ 狓 １ ， 狔 １ ,2694bce5-cca0-42c0-bf2f-38ca64b16c57_00153,0.7159,56,第二章 直线和圆的方程 ２１ 直线的倾斜角与斜率 我们知道 ， 点是构成直线的基本元素 ． 在平面直角坐标 系中 ， 可以用坐标表示点 ， 那么 ， 如何用坐标表示直线呢？ 为了用代数方法研究直线的有关问题 ， 本节我们首先在平面 直角坐标系中探索确定直线位置的几何要素 ， 然后用代数方 法把这些,2694bce5-cca0-42c0-bf2f-38ca64b16c57_00202,0.7112,73,第二章 直线和圆的方程 １２． 若直线 犾 沿 狓 轴向左平移 ３ 个单位长度 ， 再沿 狔 轴向上平移 １ 个单位长度后 ， 回到原来的位 置 ． 试求直线 犾 的斜率 ． １３． 一条光线从点 犘 （ ６ ， ４ ） 射出 ， 与 狓 轴相交于点 犙 （ ２ ， ０ ）， 经 狓 轴反射 ， 求,
RENJIAO-G8-MATH-S-ku-轴对称图形的定义,轴对称图形的定义,如果一个平面图形沿一条直线折叠，直线两旁的部分能够互相重合，这个图形叫做轴对称图形，这条直线叫做对称轴。,mid,2cc5fef3-0f4c-4f9c-9f6e-8f817aca7b87_00095,0.742,70,第十五章 轴对称 像窗花一样 ， 如果一个平面图形沿一条直线折叠 ， 直线两旁的部分能够互 相重合 ， 这个图形就叫作 轴对称图形 （ ａｘｉｓｙｍｍｅｔｒｉｃｆｉｇｕｒｅ ）， 这条直线就是它 的 对称轴 ， 折叠后重合的点是对应点 ， 叫作 对称点 ． 这时 ， 也说这个图形关于 这条直线对称 ,2cc5fef3-0f4c-4f9c-9f6e-8f817aca7b87_00132,0.6761,97,ʷǌ ቦᅼគፇ ڏ̄ ǌڀᮏˁ Ꮶ 第十五章 轴对称 ၷ ำ ˗ ᄊ ᣉ ሦ ᣉ ሦ ኎ᒉʼᝈ ኎᣸ʼᝈ ͻ ሦᣉ ႇᣉ ሦᄊڏ Т̆ گ ᣉ ሦᄊ གᄊگ ᄊТጇ 轴对称是一种图形变化 ， 它在现实生活中有广泛的应用 ． 本章我们类 比研究平移的思路与方法 ， 首先学习了轴对称的概念及其性质 ， ,2cc5fef3-0f4c-4f9c-9f6e-8f817aca7b87_00130,0.6612,95,"第十五章 轴对称 ߦำү "" ߕ 4ᱜႄ̻ Dᄦ/ "" ߕ ݖ*Dᄦ/@@ ᵵ 在美术字中 ， 有些文字 、 字母和数字是轴对称的 ． 如图 １ ， 画出这些 文字 、 字母和数字的对称轴 ， 或者把它们补齐 ． ዒၶؕ ᭛ $ + : Ꮄင %(' 图 １ 你能再写出几个轴对称的美术字吗 ？ 画出",
RENJIAO-G3-MATH-X-ku-整十-整百-整千数除以一位数的口算,整十、整百、整千数除以一位数的口算,把整十、整百、整千数看作几个十、几个百、几个千，用表内除法口算。,mid,50b3ec9b-7dcf-4074-aab4-57d53eebe321_00015,0.7421,16,口算。 46 ÷ 2 = 42 ÷ 2 = 210 ÷ 7 = 540 ÷ 9 = 66 ÷ 6 = 88 ÷ 4 = 350 ÷ 5 = 240 ÷ 8 = 做一做 试一试： 180 ÷ 3 = 想： 6 个十 ÷ 3 = 2 个十 9 个一 ÷ 3 = 3 个一 2 个十 + 3 个一 = 23,50b3ec9b-7dcf-4074-aab4-57d53eebe321_00014,0.7129,15,想一想： 600 ÷ 3 = 6000 ÷ 3 = 1. 口算除法 1. 口算除法 除数是一位数的除法 二 把 69 张彩色手工纸平均分给 3 人，每人分得多少张？ 2 60 是 6 个十，平均分成 3 份，每份是 2 个十。 60 ÷ 3 = 20 6 个十 2 个十 把 60 张彩色手工纸平均分,50b3ec9b-7dcf-4074-aab4-57d53eebe321_00039,0.7026,40,下面是小丽整理的本单元“知识结构图”，你能试着用自己的方 法来整理一下吗？ 整理和复习 整理和复习 在这个单元我们学习了哪些知识？你有什么收获？和之前学习 的乘法、除法有什么联系和区别？跟小伙伴们交流一下。 笔算除法时，除到哪一位， 商就写在那一位的上面， 不够除时要商 0 占位。 我发现除法的计算,
